Name,Batted,BA,HR,Height,Weight,BMI,BMI_Classification
Dale Berra,R,0.23600000000000002,49,72,180,24.409722222222225,normal
Bob Meacham,B,0.23600000000000002,8,73,175,23.085944830174512,normal
Carl Warwick,R,0.248,31,70,170,24.389795918367348,normal
Sam Bowens,R,0.223,45,73,188,24.800900731844624,normal
George Wright,B,0.245,42,71,180,25.102162269390995,overweight
Luis Aguayo,R,0.23600000000000002,37,69,173,25.54484352026885,overweight
Hal Lanier,R,0.228,8,74,180,23.10810810810811,normal
Len Randle,B,0.257,27,70,169,24.246326530612244,normal
Greg Pryor,R,0.25,14,72,180,24.409722222222225,normal
Jim Traber,L,0.22699999999999998,27,72,194,26.308256172839506,overweight
Dave Nelson,R,0.244,20,70,160,22.955102040816325,normal
Lynn Jones,R,0.252,7,69,175,25.84015963032976,overweight
Bryan Little,B,0.245,3,70,160,22.955102040816325,normal
Ken Suarez,R,0.22699999999999998,5,69,175,25.84015963032976,overweight
Rick Peters,B,0.27699999999999997,2,69,170,25.10186935517748,overweight
Ron Stone,L,0.24100000000000002,6,74,185,23.75,normal
Tommie Agee,R,0.255,130,71,195,27.19400912517358,overweight
Bob Bailey,R,0.257,189,73,180,23.74554325389379,normal
Cap Peterson,R,0.23,19,74,195,25.033783783783786,overweight
Ted Uhlaender,L,0.263,36,74,190,24.39189189189189,normal
Ted Simmons,B,0.285,248,71,193,26.91509621106923,overweight
Bobby Murcer,L,0.27699999999999997,252,71,160,22.313033128347552,normal
Dick Tracewski,R,0.213,8,71,160,22.313033128347552,normal
Bill Nahorodny,R,0.24100000000000002,25,74,200,25.675675675675674,overweight
Bill Madlock,R,0.305,163,71,180,25.102162269390995,overweight
Bob Boone,R,0.254,105,74,195,25.033783783783786,overweight
Steve Kemp,L,0.278,130,72,195,26.44386574074074,overweight
Rick Burleson,R,0.273,50,70,165,23.672448979591838,normal
Carl Taylor,R,0.266,10,74,200,25.675675675675674,overweight
Terry Harmon,R,0.233,4,74,180,23.10810810810811,normal
Mike Hargrove,L,0.29,80,72,195,26.44386574074074,overweight
Steve Hovley,L,0.258,8,70,188,26.97224489795918,overweight
Don Leppert,R,0.22899999999999998,15,74,220,28.243243243243246,overweight
Lee May,R,0.267,354,75,195,24.370666666666665,normal
Sam McDowell,L,0.154,2,77,190,22.52825096980941,normal
Rick Renick,R,0.221,20,72,188,25.494598765432098,overweight
Jeff Torborg,R,0.214,8,72,195,26.44386574074074,overweight
Dave Campbell,R,0.213,20,73,180,23.74554325389379,normal
Pat Kelly,L,0.264,76,73,185,24.405141677613063,normal
Al Weis,B,0.21899999999999997,7,72,160,21.69753086419753,normal
Jerry Turner,L,0.257,45,69,180,26.578449905482042,overweight
Rick Auerbach,R,0.22,9,72,165,22.375578703703702,normal
Don Wilson,R,0.146,1,74,195,25.033783783783786,overweight
Sandy Valdespino,L,0.23,7,68,170,25.84558823529412,overweight
Ken Phelps,L,0.239,123,73,209,27.571214111465565,overweight
Cesar Cedeno,R,0.285,199,74,175,22.466216216216218,normal
Phil Linz,R,0.235,11,73,180,23.74554325389379,normal
Manny Mota,R,0.304,31,70,160,22.955102040816325,normal
Steve Renko,R,0.215,6,77,230,27.271040647664023,overweight
Rick Sofield,L,0.243,9,73,195,25.724338525051607,overweight
Doug DeCinces,R,0.259,237,74,190,24.39189189189189,normal
John Castino,R,0.278,41,71,175,24.404879984130133,normal
Dave May,L,0.251,96,70,186,26.685306122448978,overweight
Ron Washington,R,0.261,20,71,155,21.61575084308669,normal
Billy Grabarkewitz,R,0.23600000000000002,28,70,165,23.672448979591838,normal
Willie Aikens,L,0.271,110,75,220,27.49511111111111,overweight
Earl Williams,R,0.247,138,75,215,26.87022222222222,overweight
Don Hahn,R,0.23600000000000002,7,73,180,23.74554325389379,normal
Todd Cruz,R,0.22,34,72,175,23.731674382716047,normal
Tom Egan,R,0.2,22,76,218,26.532894736842106,overweight
Bob Heise,R,0.247,1,72,175,23.731674382716047,normal
Tommy Harper,R,0.257,146,69,165,24.363579080025207,normal
Joe Wallis,B,0.244,16,71,180,25.102162269390995,overweight
Max Alvis,R,0.247,111,71,185,25.799444554651853,overweight
Rico Carty,R,0.299,204,75,200,24.995555555555555,normal
Mike Cubbage,L,0.258,34,72,180,24.409722222222225,normal
Merritt Ranew,L,0.247,8,71,170,23.70759769886927,normal
Lyman Bostock,L,0.311,23,73,180,23.74554325389379,normal
Damaso Garcia,R,0.28300000000000003,36,73,165,21.766747982735975,normal
Roy Howell,L,0.261,80,73,190,25.064740101332333,overweight
Boog Powell,L,0.266,339,76,230,27.99342105263158,overweight
Sonny Siebert,R,0.17300000000000001,12,75,190,23.745777777777775,normal
Bobby Darwin,R,0.251,83,74,190,24.39189189189189,normal
Dan Driessen,L,0.267,153,71,187,26.0783574687562,overweight
Bruce Miller,R,0.24600000000000002,1,73,185,24.405141677613063,normal
Bob Bailor,R,0.264,9,71,170,23.70759769886927,normal
Tommy Helms,R,0.26899999999999996,34,70,165,23.672448979591838,normal
Tony Armas,R,0.252,251,71,182,25.381075183495337,overweight
Willie Horton,R,0.273,325,71,209,29.146399523903987,overweight
Lou Piniella,R,0.29100000000000004,102,72,182,24.68094135802469,normal
Butch Hobson,R,0.248,98,73,193,25.46049915556389,overweight
John Wathan,R,0.262,21,74,205,26.31756756756757,overweight
Hal King,L,0.214,24,73,200,26.383936948770877,overweight
Mike Krukow,R,0.193,5,77,205,24.306797099004893,normal
Andres Mora,R,0.223,27,72,180,24.409722222222225,normal
Barry Foote,R,0.23,57,75,205,25.620444444444445,overweight
Ed Ott,L,0.259,33,70,190,27.259183673469387,overweight
Alan Wiggins,B,0.259,5,74,160,20.54054054054054,normal
Ron Clark,R,0.18899999999999997,5,70,175,25.107142857142854,overweight
Julio Gotay,R,0.26,6,72,180,24.409722222222225,normal
Gary Alexander,R,0.23,55,74,195,25.033783783783786,overweight
Andre Thornton,R,0.254,253,75,200,24.995555555555555,normal
Bob Oliver,R,0.256,94,75,205,25.620444444444445,overweight
Bob Robertson,R,0.242,115,73,195,25.724338525051607,overweight
Ollie Brown,R,0.265,102,74,178,22.85135135135135,normal
Frank Quilici,R,0.214,5,73,170,22.426346406455245,normal
Joe Pepitone,L,0.258,219,74,185,23.75,normal
Steve Barber,L,0.115,5,72,195,26.44386574074074,overweight
Norm Miller,L,0.23800000000000002,24,70,185,26.541836734693877,overweight
Bob Chance,L,0.261,24,74,196,25.16216216216216,overweight
Julio Cruz,B,0.237,23,69,165,24.363579080025207,normal
Bill Sample,R,0.272,46,69,175,25.84015963032976,overweight
Craig Kusick,R,0.235,46,75,210,26.24533333333333,overweight
Rudy Meoli,L,0.212,2,69,165,24.363579080025207,normal
Ruppert Jones,L,0.25,147,70,170,24.389795918367348,normal
Glenn Hoffman,R,0.242,23,73,175,23.085944830174512,normal
Russ Gibson,R,0.228,8,73,195,25.724338525051607,overweight
Terry Francona,L,0.27399999999999997,16,73,190,25.064740101332333,overweight
John Bateman,R,0.23,81,75,210,26.24533333333333,overweight
Luis Pujols,R,0.193,6,74,175,22.466216216216218,normal
Joe Gaines,R,0.24100000000000002,21,73,190,25.064740101332333,overweight
Doug Rader,R,0.251,155,74,208,26.702702702702705,overweight
Mickey Stanley,R,0.248,117,73,185,24.405141677613063,normal
Phil Bradley,R,0.28600000000000003,78,72,185,25.0877700617284,overweight
Winston Llenas,R,0.23,3,70,165,23.672448979591838,normal
Charlie Moore,R,0.261,36,71,180,25.102162269390995,overweight
Ralph Garr,L,0.306,75,71,185,25.799444554651853,overweight
Tommy John,R,0.157,5,75,180,22.496000000000002,normal
Bruce Benedict,R,0.242,18,73,175,23.085944830174512,normal
John Ellis,R,0.262,69,74,225,28.885135135135133,overweight
Wes Parker,B,0.267,64,73,180,23.74554325389379,normal
David Green,R,0.268,31,75,170,21.24622222222222,normal
Reid Nichols,R,0.266,22,71,165,23.010315413608414,normal
Rick Reichardt,R,0.261,116,75,210,26.24533333333333,overweight
Luis Tiant,R,0.16399999999999998,5,72,180,24.409722222222225,normal
Broderick Perkins,L,0.271,8,70,180,25.82448979591837,overweight
Leon Roberts,R,0.267,78,75,200,24.995555555555555,normal
Ray Burris,R,0.151,1,77,200,23.713948389273064,normal
Len Gabrielson,L,0.253,37,76,210,25.559210526315788,overweight
Johnny Edwards,L,0.242,81,76,220,26.77631578947369,overweight
Tom Grieve,R,0.249,65,74,190,24.39189189189189,normal
Bob Forsch,R,0.213,12,76,200,24.342105263157897,normal
Danny Cater,R,0.276,66,72,170,23.053626543209877,normal
Bill Schroeder,R,0.24,61,74,200,25.675675675675674,overweight
Clay Dalrymple,L,0.233,55,72,190,25.765817901234566,overweight
Carlos May,L,0.27399999999999997,90,71,200,27.891291410434434,overweight
Reggie Smith,B,0.287,314,72,180,24.409722222222225,normal
Ron Reed,R,0.158,0,78,215,24.843030900723207,normal
Davey Johnson,R,0.261,136,73,170,22.426346406455245,normal
Ellis Valentine,R,0.278,123,76,205,24.950657894736842,normal
Roy White,B,0.271,160,70,160,22.955102040816325,normal
Mike Brumley,L,0.22899999999999998,5,70,195,27.976530612244897,overweight
Al Luplow,L,0.235,33,70,175,25.107142857142854,overweight
Dick Allen,R,0.292,351,71,187,26.0783574687562,overweight
Doug Ault,R,0.23600000000000002,17,75,200,24.995555555555555,normal
Mark Wagner,R,0.243,3,72,165,22.375578703703702,normal
Willie Stargell,L,0.282,475,74,188,24.135135135135133,normal
Steve Carlton,L,0.201,13,76,210,25.559210526315788,overweight
Jake Wood,R,0.25,35,73,163,21.502908613248263,normal
Del Unser,L,0.258,87,73,180,23.74554325389379,normal
Bob Brower,R,0.242,17,71,185,25.799444554651853,overweight
Ray Culp,R,0.12300000000000001,1,72,200,27.12191358024691,overweight
Ivan Murrell,R,0.23600000000000002,33,74,195,25.033783783783786,overweight
Lee Mazzilli,B,0.259,93,73,180,23.74554325389379,normal
Garth Iorg,R,0.258,20,71,170,23.70759769886927,normal
Alan Ashby,B,0.245,90,74,185,23.75,normal
Bob Brenly,R,0.247,91,74,210,26.959459459459456,overweight
Ron Blomberg,L,0.293,52,73,195,25.724338525051607,overweight
Jim Rooker,R,0.201,7,72,195,26.44386574074074,overweight
Tim Blackwell,B,0.228,6,71,170,23.70759769886927,normal
Jerry Morales,R,0.259,95,70,155,22.23775510204082,normal
Davey Lopes,R,0.263,155,69,170,25.10186935517748,overweight
Catfish Hunter,R,0.226,6,72,190,25.765817901234566,overweight
Mario Soto,R,0.132,1,72,174,23.596064814814813,normal
Jimmy Wynn,R,0.25,291,70,160,22.955102040816325,normal
Hank Allen,R,0.24100000000000002,6,72,190,25.765817901234566,overweight
Jim Fregosi,R,0.265,151,73,190,25.064740101332333,overweight
Pepe Frias,R,0.24,1,70,159,22.811632653061224,normal
Mike Schmidt,R,0.267,548,74,195,25.033783783783786,overweight
Willie Montanez,L,0.275,139,72,170,23.053626543209877,normal
Rey Quinones,R,0.243,29,71,160,22.313033128347552,normal
Mike Squires,L,0.26,6,71,185,25.799444554651853,overweight
Champ Summers,L,0.255,54,74,205,26.31756756756757,overweight
Bert Campaneris,R,0.259,79,70,160,22.955102040816325,normal
Bobby Valentine,R,0.26,12,70,189,27.11571428571429,overweight
Rob Andrews,R,0.251,3,72,185,25.0877700617284,overweight
Tom Haller,L,0.257,134,76,195,23.73355263157895,normal
Ed Stroud,L,0.237,14,71,180,25.102162269390995,overweight
Ron Swoboda,R,0.242,73,74,195,25.033783783783786,overweight
Harry Spilman,L,0.237,18,73,180,23.74554325389379,normal
Bob Barton,R,0.226,9,72,175,23.731674382716047,normal
Daryl Sconiers,L,0.265,15,74,185,23.75,normal
Joe Torre,R,0.297,252,74,212,27.216216216216218,overweight
Al Ferrara,R,0.259,51,73,200,26.383936948770877,overweight
Sixto Lezcano,R,0.271,148,70,165,23.672448979591838,normal
Dave Nicholson,R,0.212,61,74,215,27.60135135135135,overweight
Freddie Patek,R,0.242,41,65,148,24.625798816568043,normal
Ken Hubbs,R,0.247,14,74,175,22.466216216216218,normal
Pepe Mangual,R,0.242,16,70,157,22.524693877551023,normal
Leron Lee,L,0.25,31,72,196,26.579475308641975,overweight
Steve Ontiveros,B,0.27399999999999997,24,72,185,25.0877700617284,overweight
Willie Davis,L,0.27899999999999997,182,74,180,23.10810810810811,normal
Tom Lawless,R,0.207,2,71,170,23.70759769886927,normal
Jerry Moses,R,0.251,25,75,210,26.24533333333333,overweight
Bobby Bonds,R,0.268,332,73,190,25.064740101332333,overweight
Dave McNally,R,0.133,9,71,185,25.799444554651853,overweight
Darrell Brown,B,0.27399999999999997,1,72,184,24.952160493827158,normal
Roy Foster,R,0.253,45,72,185,25.0877700617284,overweight
Denis Menke,R,0.25,101,72,185,25.0877700617284,overweight
Hal Breeden,R,0.243,21,74,200,25.675675675675674,overweight
Manny Trillo,R,0.263,61,73,150,19.78795271157816,normal
Jackie Gutierrez,R,0.237,4,71,175,24.404879984130133,normal
Jerry Kenney,L,0.237,7,73,170,22.426346406455245,normal
Fred Kendall,R,0.23399999999999999,31,73,185,24.405141677613063,normal
Mike Anderson,R,0.24600000000000002,28,74,200,25.675675675675674,overweight
Joe Charboneau,R,0.266,29,74,205,26.31756756756757,overweight
Jimmie Schaffer,R,0.223,11,69,170,25.10186935517748,overweight
Junior Kennedy,R,0.248,4,71,175,24.404879984130133,normal
Wilbur Howard,B,0.25,6,74,170,21.824324324324323,normal
Rod Gilbreath,R,0.248,14,74,180,23.10810810810811,normal
Mark Brouhard,R,0.259,25,73,210,27.70313379620942,overweight
Mike Young,B,0.247,72,74,195,25.033783783783786,overweight
Chris Speier,R,0.24600000000000002,112,73,175,23.085944830174512,normal
Gene Michael,B,0.22899999999999998,15,74,183,23.493243243243242,normal
Vic Harris,B,0.217,13,71,165,23.010315413608414,normal
Mike Fischlin,R,0.22,3,73,165,21.766747982735975,normal
Don Money,R,0.261,176,73,170,22.426346406455245,normal
Joe Rudi,R,0.264,179,74,200,25.675675675675674,overweight
Jim Rice,R,0.298,382,74,200,25.675675675675674,overweight
Gil Garrido,R,0.237,1,69,150,22.148708254568366,normal
Marty Perez,R,0.24600000000000002,22,71,160,22.313033128347552,normal
Tom Matchick,L,0.215,4,73,173,22.82210546068681,normal
Jack Perconte,L,0.27,2,70,160,22.955102040816325,normal
Ed Kirkpatrick,L,0.23800000000000002,85,71,195,27.19400912517358,overweight
Jerry Grote,R,0.252,39,70,185,26.541836734693877,overweight
Ellie Hendricks,L,0.22,62,73,175,23.085944830174512,normal
Jim Beauchamp,R,0.231,14,74,190,24.39189189189189,normal
Tito Fuentes,B,0.268,45,71,175,24.404879984130133,normal
Ron Brand,R,0.239,3,67,167,26.153040766317663,overweight
Leo Cardenas,R,0.257,118,71,150,20.918468557825825,normal
Art Shamsky,L,0.253,68,73,168,22.162507036967533,normal
Ron Cey,R,0.261,316,70,185,26.541836734693877,overweight
Skip Jutze,R,0.215,3,71,190,26.496726839912714,overweight
Butch Wynegar,B,0.255,65,73,190,25.064740101332333,overweight
Ron LeFlore,R,0.28800000000000003,59,72,200,27.12191358024691,overweight
Bill Russell,R,0.263,46,72,175,23.731674382716047,normal
Gene Tenace,R,0.24100000000000002,201,72,190,25.765817901234566,overweight
Bubba Morton,R,0.267,14,70,175,25.107142857142854,overweight
Ellie Rodriguez,R,0.245,16,71,185,25.799444554651853,overweight
Darrel Chaney,B,0.217,14,74,188,24.135135135135133,normal
Dick Nen,L,0.22399999999999998,21,74,200,25.675675675675674,overweight
Bill Freehan,R,0.262,200,75,203,25.370488888888886,overweight
Steve Nicosia,R,0.248,11,70,185,26.541836734693877,overweight
Ted Savage,R,0.233,34,73,185,24.405141677613063,normal
Pete Mackanin,R,0.226,30,74,190,24.39189189189189,normal
Rich Dauer,R,0.257,43,72,180,24.409722222222225,normal
Mick Kelleher,R,0.213,0,69,176,25.987817685360216,overweight
Rowland Office,L,0.259,32,72,170,23.053626543209877,normal
Rick Leach,L,0.268,18,73,180,23.74554325389379,normal
Dwayne Murphy,L,0.24600000000000002,166,73,185,24.405141677613063,normal
Larry Harlow,L,0.248,12,74,185,23.75,normal
Mike Epstein,L,0.244,130,75,230,28.74488888888889,overweight
Jerry Mumphrey,B,0.289,70,74,185,23.75,normal
Don Sutton,R,0.14400000000000002,0,73,185,24.405141677613063,normal
Glenn Beckert,R,0.28300000000000003,22,73,190,25.064740101332333,overweight
Ron Davis,R,0.233,10,72,175,23.731674382716047,normal
Mike Shannon,R,0.255,68,75,195,24.370666666666665,normal
Jason Thompson,L,0.261,208,76,200,24.342105263157897,normal
Wayne Tolleson,B,0.24100000000000002,9,69,160,23.625288804872927,normal
Mike Jorgensen,L,0.243,95,72,195,26.44386574074074,overweight
Ed Romero,R,0.247,8,71,160,22.313033128347552,normal
Rick Joseph,R,0.243,13,73,192,25.328579470820042,overweight
Cecil Cooper,L,0.298,241,74,165,21.18243243243243,normal
Bill Almon,R,0.254,36,75,180,22.496000000000002,normal
Joe Ferguson,R,0.24,122,74,200,25.675675675675674,overweight
Jerry Terrell,R,0.253,4,71,165,23.010315413608414,normal
Dave Revering,L,0.265,62,76,210,25.559210526315788,overweight
Curt Ford,L,0.245,7,70,150,21.520408163265305,normal
Jerry Dybzinski,R,0.23399999999999999,3,74,180,23.10810810810811,normal
Bob Burda,L,0.22399999999999998,13,71,174,24.26542352707796,normal
Jesse Gonder,L,0.251,26,70,180,25.82448979591837,overweight
Gary Sutherland,R,0.243,24,72,185,25.0877700617284,overweight
Bob Coluccio,R,0.22,26,71,183,25.52053164054751,overweight
Dave Rader,L,0.257,30,71,165,23.010315413608414,normal
Ron Gardenhire,R,0.23199999999999998,4,72,175,23.731674382716047,normal
Bill Sharp,L,0.255,9,70,178,25.537551020408163,overweight
Alan Bannister,R,0.27,19,71,170,23.70759769886927,normal
Bob Watson,R,0.295,184,72,201,27.25752314814815,overweight
Ken Harrelson,R,0.239,131,74,190,24.39189189189189,normal
Bobby Wine,R,0.215,30,73,187,24.668981047100768,normal
John Kennedy,R,0.225,32,72,185,25.0877700617284,overweight
Chico Ruiz,B,0.24,2,72,169,22.918016975308642,normal
Gail Hopkins,L,0.266,25,70,198,28.40693877551021,overweight
Doug Frobel,L,0.201,20,76,196,23.85526315789474,normal
Luis Melendez,R,0.248,9,72,165,22.375578703703702,normal
Bill Plummer,R,0.188,14,73,190,25.064740101332333,overweight
Buck Rodgers,B,0.23199999999999998,31,74,190,24.39189189189189,normal
Phil Niekro,R,0.16899999999999998,7,73,180,23.74554325389379,normal
Tom Poquette,L,0.268,10,70,175,25.107142857142854,overweight
Brian Asselstine,L,0.254,12,73,175,23.085944830174512,normal
Rick Miller,L,0.26899999999999996,28,72,175,23.731674382716047,normal
Ed Charles,R,0.263,86,70,170,24.389795918367348,normal
Luis Gomez,R,0.21,0,69,150,22.148708254568366,normal
Floyd Rayford,R,0.244,38,70,190,27.259183673469387,overweight
Tony Conigliaro,R,0.264,166,75,185,23.120888888888892,normal
Jim Barr,R,0.162,1,75,205,25.620444444444445,overweight
Jerry Remy,L,0.275,7,69,165,24.363579080025207,normal
Frank Duffy,R,0.23199999999999998,26,73,180,23.74554325389379,normal
Tom O'Malley,L,0.256,13,72,180,24.409722222222225,normal
Phil Garner,R,0.26,109,70,175,25.107142857142854,overweight
